HIP,RAhms,DEdms,Vmag,Plx,SpType,BV
34117,07 04 27.05,-21 08 14.9,11.08,2.15,B9III,-0.08199999999999999
34191,07 05 24.11,-52 36 35.2,11.23,1.17,,
34193,07 05 25.59,-14 14 46.7,10.81,7.44,,0.706
34222,07 05 42.28,+27 28 15.8,10.14,41.63,M0V,1.34
34251,07 06 01.61,-28 19 16.6,10.27,1.12,B8/B9III/IV,-0.085
34269,07 06 13.86,-47 35 12.6,10.54,21.26,K,1.161
34278,07 06 22.12,+43 49 51.5,11.12,-2.89,F8,0.574
34280,07 06 23.14,-74 23 25.1,10.09,6.0,G6V,0.754
34284,07 06 28.86,+61 32 36.3,10.54,0.05,K2,1.122
34302,07 06 41.29,-14 30 06.3,12.65,-8.1,,
34306,07 06 45.22,-15 39 25.3,10.6,1.04,B7Ib/II,0.146
34317,07 06 52.16,+23 58 10.1,10.13,30.68,,1.22
34361,07 07 22.80,-21 27 25.5,11.11,58.04,M2V:,1.44
34365,07 07 24.13,-63 57 49.1,10.19,13.7,,0.7759999999999999
34379,07 07 40.61,-10 40 06.7,10.79,-3.31,,0.1
34392,07 07 50.87,+67 12 05.1,11.17,56.51,M2,1.499
34421,07 08 09.31,-00 03 56.6,10.37,2.28,G0,0.785
34467,07 08 38.86,-17 37 49.1,11.02,,,
34501,07 08 54.47,+40 00 05.1,10.1,6.61,F8,0.542
34502,07 08 54.98,-46 33 43.4,10.11,0.56,F0V,0.28
34522,07 09 11.97,+27 36 51.7,11.42,-0.92,F8,0.639
34527,07 09 15.41,-13 47 09.9,10.56,0.9,F8,0.741
34541,07 09 22.52,-00 48 23.6,10.96,-2.2,A5,0.267
34560,07 09 32.44,-68 34 20.4,11.06,1.1,K8IIIp,1.64
34603,07 10 02.16,+38 31 54.4,11.65,157.24,M5Ve,1.7
34611,07 10 07.68,+34 24 54.3,10.15,2.48,B5,0.149
34628,07 10 22.62,-28 55 59.9,10.51,-1.74,B8,0.005
34630,07 10 23.81,+24 20 42.5,11.85,-4.0,A:,0.47600000000000003
34698,07 11 13.51,-58 01 00.3,10.2,23.63,,1.17
34712,07 11 19.58,-67 07 16.1,11.16,38.44,M:,1.44
34730,07 11 28.02,+48 19 54.4,12.21,27.56,K:...,1.43
34743,07 11 35.03,+40 46 37.2,12.17,-1.81,F2.5,
34751,07 11 38.94,+35 10 41.8,10.48,1.18,F2,0.486
34761,07 11 45.11,-40 11 30.1,10.08,7.84,F3/F5V,0.44
34762,07 11 46.32,-23 12 39.0,10.11,0.68,B9,-0.022000000000000002
34785,07 12 04.88,-24 53 31.5,10.37,36.44,M0V:,1.33
34787,07 12 05.53,+40 46 44.4,10.53,1.8,F2,0.415
34796,07 12 11.51,+52 16 26.8,11.25,37.41,,1.47
34804,07 12 17.12,+59 15 54.6,10.67,27.58,M0,1.591
34833,07 12 33.44,-42 52 06.2,10.06,2.85,F7/F8V,0.51
34859,07 12 48.97,+14 36 03.7,10.05,1.05,C8e,3.0
34895,07 13 11.68,-18 43 50.7,11.15,3.12,F8,
34902,07 13 17.47,+17 26 03.7,10.27,11.23,,0.8
34962,07 14 01.19,-25 36 21.0,11.67,-0.77,,0.48
34966,07 14 04.98,-38 58 45.9,10.7,14.02,,0.986
34991,07 14 22.36,-25 46 02.9,10.08,2.12,,1.13
35002,07 14 30.67,-25 48 11.4,10.06,8.07,,1.018
35007,07 14 33.42,+69 32 23.0,10.03,-1.08,B5,1.4609999999999999
35015,07 14 35.07,-17 23 19.1,10.33,-3.24,C5II,3.0
35038,07 14 49.54,-00 55 40.8,10.32,-0.59,B8,-0.107
35063,07 15 01.74,+11 01 07.7,12.2,0.99,,
35065,07 15 03.25,+26 00 43.7,10.46,7.35,,0.9209999999999999
35071,07 15 08.66,+15 55 46.4,11.49,21.84,K2,0.94
35088,07 15 22.94,-17 29 08.1,11.9,-0.17,N...,2.677
35097,07 15 29.36,+78 30 32.7,10.14,2.28,F2,0.365
35111,07 15 35.98,-63 10 28.8,10.89,0.92,F,0.594
35119,07 15 38.64,+05 02 40.7,10.79,2.3,N0,
35133,07 15 47.42,-66 11 26.1,10.68,5.32,G,
35191,07 16 19.80,+27 08 34.7,10.83,81.05,,1.52
35197,07 16 24.74,+73 19 57.1,10.16,3.09,K0V,0.85
35222,07 16 47.97,+24 32 23.7,10.51,-11.34,,
35246,07 16 59.25,-59 07 21.7,10.65,26.56,K7V,1.03
35274,07 17 16.10,+68 27 46.2,10.2,26.98,K8,1.19
35281,07 17 19.17,+01 43 40.0,11.67,4.59,A6,
35305,07 17 35.07,-15 38 35.5,10.8,-2.39,,1.016
35307,07 17 36.24,+58 24 20.8,11.91,-1.8,DA,0.02
35311,07 17 38.67,-29 01 00.1,11.09,,M3,1.51
35351,07 18 07.99,+45 38 35.5,10.3,5.29,F8,0.606
35353,07 18 08.34,+39 16 30.3,10.3,69.21,M1,1.508
35365,07 18 18.73,+39 36 52.0,11.2,0.86,F5,0.501
35366,07 18 19.01,-15 34 59.5,11.09,2.58,,0.997
35378,07 18 29.13,-13 13 01.5,11.45,-1.84,WN...,0.266
35410,07 18 40.19,+38 15 40.7,10.46,1.67,F5,0.494
35485,07 19 27.65,-41 13 30.7,11.07,9.36,,0.742
35488,07 19 28.26,-44 35 11.4,10.11,1.99,A6IIIe,0.475
35495,07 19 30.99,+32 49 51.4,10.06,50.59,M2:,1.42
35502,07 19 37.24,-63 38 48.5,10.5,0.59,Gp,1.2
35504,07 19 38.78,+50 24 40.6,11.22,13.67,K4,1.129
35531,07 19 59.11,-51 27 46.2,11.19,19.11,,1.9
35549,07 20 07.16,-20 19 58.3,10.47,1.96,,1.6
35563,07 20 20.62,+32 07 18.6,10.62,3.76,F0,0.425
35571,07 20 30.18,-40 54 40.3,11.4,,,
35579,07 20 32.67,+68 32 22.4,10.58,19.71,,0.607
35584,07 20 35.55,-46 42 30.1,11.51,0.89,A3-F5II-III,
35592,07 20 41.76,-34 47 10.0,11.09,15.03,K6,1.625
35655,07 21 27.12,+81 16 25.8,10.29,2.23,B8,0.27699999999999997
35667,07 21 33.53,+30 52 59.4,11.52,-4.98,F2.5,
35672,07 21 38.73,+76 58 01.8,10.69,1.14,G5,0.442
35677,07 21 41.46,-23 48 05.1,10.73,-1.45,B9,0.174
35689,07 21 50.08,-47 58 54.2,10.75,1.06,Gp...,0.91
35706,07 22 01.98,+68 16 26.5,10.11,21.75,K8,1.14
35755,07 22 31.05,+35 53 59.1,11.57,26.54,M0,1.6680000000000001
35756,07 22 31.36,+08 49 15.4,10.39,5.87,,0.47700000000000004
35799,07 23 03.43,+45 00 00.8,11.27,34.66,,0.87
35802,07 23 04.26,+60 55 49.5,10.42,13.94,G7V:,0.888
35812,07 23 09.35,+13 06 04.9,11.2,-4.03,M4-M8(S)E,1.5
35821,07 23 15.00,+46 05 16.8,10.56,61.68,M2,1.442
35850,07 23 29.22,+66 46 45.4,10.96,3.17,,0.7140000000000001
35854,07 23 31.48,-62 16 06.7,10.79,5.76,,0.833
35857,07 23 34.31,+66 10 30.5,10.81,10.94,,0.8759999999999999
35900,07 24 02.57,+67 21 12.7,10.31,22.16,K5,0.951
35917,07 24 15.64,+58 17 03.9,10.45,-2.95,F0,0.428
35918,07 24 16.51,-65 48 46.3,10.56,1.68,Gp,1.49
35926,07 24 20.74,-26 30 27.8,10.01,2.8,B,0.005
35937,07 24 30.49,-80 11 07.9,10.12,33.17,M...,1.274
35943,07 24 34.28,-17 53 31.6,10.34,41.56,M0V:,1.365
35965,07 24 48.13,-51 19 42.2,10.18,18.88,K0,0.92
35964,07 24 48.14,+26 37 16.2,11.51,,,
35979,07 24 52.41,-63 00 42.5,11.25,2.3,Gp,
36037,07 25 36.50,+44 03 32.0,10.95,25.88,M0,1.411
36043,07 25 40.61,-05 51 01.2,10.49,-1.03,M5e-M8,1.5
36050,07 25 45.43,+36 59 05.6,10.21,2.71,F5,0.486
36058,07 25 53.00,-21 34 59.5,11.6,16.08,,1.075
36065,07 25 55.54,-26 22 10.6,10.1,3.92,B9,-0.078
36102,07 26 13.55,-33 56 30.9,12.04,29.35,,1.4709999999999999
36109,07 26 17.76,+69 29 16.4,10.95,,,
36116,07 26 22.27,+80 13 51.3,10.26,2.95,K0,0.9390000000000001
36118,07 26 24.47,-27 58 12.2,10.35,2.44,B9,0.05
36153,07 26 53.92,+13 34 20.9,11.92,1.97,,0.5
36175,07 27 02.34,-70 12 09.3,10.52,10.5,,1.094
36174,07 27 02.37,+19 05 57.5,10.73,6.19,sdF8:,0.44
36180,07 27 04.40,+24 09 23.4,10.95,15.2,M0,1.194
36194,07 27 14.00,+51 04 46.3,10.67,-1.16,F,0.397
36198,07 27 16.88,-66 50 55.6,10.9,17.46,,
36215,07 27 28.78,+22 02 39.2,11.25,50.93,M2,1.495
36241,07 27 47.57,-61 59 57.1,11.08,4.87,,0.7609999999999999
36242,07 27 48.38,-39 34 54.4,10.36,1.3,Gp,0.99
36266,07 28 02.63,+39 07 44.0,10.08,5.57,F2,0.198
36277,07 28 06.16,+76 07 20.2,10.53,21.32,G5,0.848
36313,07 28 30.38,+36 07 30.7,10.04,-3.86,G0+...,
36337,07 28 44.52,+38 20 30.7,10.44,3.25,F8,0.594
36338,07 28 45.18,-03 17 46.4,11.47,79.65,,1.486
36344,07 28 50.06,+58 07 42.1,10.22,8.46,G5,0.494
36352,07 28 53.65,-58 15 47.0,10.97,27.82,,1.3230000000000002
36369,07 29 10.77,+20 54 42.5,10.53,0.87,O6,-0.15
36383,07 29 17.83,+31 13 43.2,10.38,2.23,F0,0.425
36394,07 29 21.32,-04 16 43.7,12.34,4.01,M6e-M9,1.5
36403,07 29 27.84,-64 50 19.6,11.98,4.08,Gp,
36423,07 29 45.57,-73 22 44.1,10.37,-0.23,M4e,1.5
36430,07 29 50.83,+32 52 00.0,10.41,1.2,sdF8:,0.54
36448,07 30 00.96,+33 45 35.1,10.29,-0.72,K0,1.16
36454,07 30 04.51,+29 35 02.0,10.06,1.12,F2,0.524
36478,07 30 21.61,-22 28 34.3,10.14,7.37,G0,0.73
36513,07 30 41.16,+24 05 12.3,10.8,3.07,F,0.35
36546,07 31 04.08,-37 13 44.0,11.41,32.1,M2V:,1.41
36558,07 31 13.52,-62 58 20.8,11.52,-0.47,,
36560,07 31 13.77,+23 15 25.8,11.22,18.25,,1.173
36566,07 31 17.44,-64 38 33.8,11.39,6.14,Gp...,
36596,07 31 37.84,-17 10 25.1,10.97,4.92,,0.2
36617,07 31 49.09,-20 08 58.8,11.44,-5.65,F7,
36620,07 31 50.32,+08 48 54.7,10.92,16.41,K5,1.6130000000000002
36621,07 31 51.80,-16 57 23.0,10.57,5.43,,0.09
36627,07 31 57.51,+36 13 49.6,11.82,87.15,M4,1.567
36626,07 31 57.88,+36 13 11.7,10.52,87.61,M3.5Ve,1.439
36635,07 32 02.30,+68 37 16.6,10.84,40.48,M0,1.494
36637,07 32 03.01,+17 19 11.5,10.98,28.91,K5,1.4
36649,07 32 14.27,+14 05 15.2,13.64,,,
36661,07 32 32.75,+37 45 34.5,10.49,5.3,G0,0.619
36664,07 32 34.56,+06 29 22.9,10.33,-0.58,F2,0.392
36675,07 32 43.08,+08 19 05.3,10.74,-4.2,M6e-M8e,1.5
36678,07 32 45.02,-49 12 30.2,10.05,1.56,B8V,0.08
36694,07 32 53.00,+34 47 19.6,10.57,-0.65,G0,0.659
36710,07 33 03.73,+76 55 15.2,10.32,12.93,,0.722
36714,07 33 05.15,+38 10 17.3,10.2,5.21,F8,0.593
36737,07 33 23.51,+49 44 23.3,11.35,32.23,K:...,1.415
36749,07 33 31.44,+07 14 57.2,10.01,0.11,K0,0.292
36750,07 33 31.74,+47 48 09.8,11.48,-2.36,A6,
36759,07 33 34.98,-40 54 42.0,10.22,4.62,G3/G5V,0.377
36761,07 33 36.55,+47 42 07.3,10.55,11.91,G0,0.705
36762,07 33 38.22,-50 07 25.0,10.49,5.36,,0.45399999999999996
36764,07 33 41.96,+70 04 21.1,10.1,1.66,B8,0.254
36788,07 33 58.83,-69 38 28.1,11.34,4.93,,
36815,07 34 18.49,+29 23 04.5,10.43,1.09,A2,0.027000000000000003
36816,07 34 18.52,-55 57 44.2,12.44,-0.46,,0.98
36818,07 34 18.86,-45 16 46.9,10.49,15.32,G8V-VI,0.608
36834,07 34 28.07,+62 56 30.3,10.4,87.01,M0,0.9420000000000001
36853,07 34 39.00,+22 20 16.3,11.53,39.31,,1.4980000000000002
36877,07 34 52.15,-40 43 40.1,10.17,6.27,G5,0.685
36878,07 34 52.71,-10 23 05.9,11.14,6.33,G5,0.727
36899,07 35 11.51,+52 48 47.6,11.06,17.3,K5,1.11
36902,07 35 13.95,-18 47 57.2,10.41,-0.68,B,0.63
36915,07 35 21.99,+54 50 58.9,11.36,76.31,M0,1.591
36923,07 35 25.42,-51 59 02.6,10.01,2.53,A0V,0.13
36936,07 35 33.86,+35 57 11.0,10.31,9.97,,0.66
36949,07 35 47.51,-22 52 38.9,10.19,-1.88,B+...,0.35
36951,07 35 47.82,-20 02 54.2,11.21,12.88,,0.925
36952,07 35 48.39,+32 53 31.0,10.59,12.87,,0.982
36958,07 35 52.87,+56 07 51.0,10.82,18.86,K3,1.12
36968,07 35 57.21,+58 54 21.9,10.93,8.61,,0.6859999999999999
36998,07 36 15.47,-23 50 36.8,10.1,10.64,,0.125
37017,07 36 30.21,-32 12 44.0,10.53,7.62,sdO:,-0.29100000000000004
37022,07 36 31.67,+02 04 12.7,10.43,-2.33,C...,2.741
37033,07 36 35.72,+50 52 00.2,10.3,7.44,G5,0.679
37039,07 36 42.04,-34 25 16.8,10.16,0.65,B...,0.265
37077,07 37 09.58,+79 38 53.5,10.19,4.26,M2,1.357
37079,07 37 10.76,-50 16 51.0,10.49,1.4,Gp,0.7879999999999999
37083,07 37 13.53,-13 52 31.4,10.97,4.02,,0.15
37103,07 37 26.51,+38 52 28.1,10.47,4.94,,
37114,07 37 33.75,-76 17 38.7,10.36,1.29,F3/F5V:,0.53
37120,07 37 40.07,-69 32 32.5,10.66,2.18,k-m,0.34700000000000003
37163,07 38 13.91,+42 52 48.8,10.42,6.03,F5,0.49
37177,07 38 19.93,+34 26 57.7,11.26,32.89,M0,1.33
37182,07 38 22.95,+36 41 41.9,10.16,29.97,K5,0.86
37211,07 38 37.95,+40 57 05.1,10.71,19.4,K7,1.123
37217,07 38 40.67,-21 13 24.3,11.68,92.15,M2,1.588
37221,07 38 43.39,+01 46 45.0,10.5,0.84,,0.45
37225,07 38 45.16,-01 28 16.4,11.43,14.3,,
37238,07 38 53.27,-22 56 55.2,10.19,0.8,A4II,0.14
37246,07 38 59.09,+19 13 03.7,10.84,21.66,K6.5,1.5959999999999999
37267,07 39 10.45,+29 54 33.9,10.92,20.47,,1.2770000000000001
37272,07 39 13.74,-29 31 40.7,11.18,16.33,M0,1.68
37294,07 39 27.05,-02 09 01.0,11.25,-21.74,C...,2.575
37312,07 39 35.91,+33 27 47.1,11.85,28.48,,1.45
37326,07 39 45.37,+32 21 52.8,10.64,3.92,F5,0.551
37395,07 40 35.72,+53 52 57.5,11.83,6.54,K5,1.177
37440,07 41 11.00,+76 04 26.1,10.54,1.5,A7Vvar,0.365
37448,07 41 15.27,+47 15 22.1,10.46,6.06,F8,0.5670000000000001
37451,07 41 16.24,+49 44 22.0,11.0,0.07,A0,0.086
37458,07 41 19.93,-60 54 59.4,12.61,3.1,Fp,
37459,07 41 20.03,+08 22 49.1,10.17,5.23,M4e,1.273
37467,07 41 24.03,-23 52 42.5,10.8,2.97,A2,0.01
37473,07 41 30.55,+37 27 00.0,10.06,3.86,F5,0.32
37480,07 41 37.61,-14 43 13.0,10.86,-5.2,,1.19
37488,07 41 42.98,+40 05 43.1,10.14,27.28,K8,1.12
37490,07 41 43.33,-23 55 37.4,10.7,2.34,A2,0.07
37506,07 41 49.72,-25 02 30.5,10.66,3.54,,0.635
37507,07 41 49.86,-14 51 15.1,10.5,2.4,,0.13
37511,07 41 54.89,-21 07 59.1,10.62,2.07,F6.7,0.743
37528,07 42 09.11,-18 49 44.6,11.06,22.01,M0,1.252
37551,07 42 24.56,+42 56 23.5,10.25,24.42,K0:V:,1.061
37607,07 42 57.49,+60 17 44.3,10.27,16.63,K2,0.836
37622,07 43 11.77,+18 10 46.4,11.32,32.36,K:...,1.4
37671,07 43 44.07,-00 03 58.3,10.39,3.08,sdF:,0.536
37670,07 43 44.18,-00 03 46.6,11.24,10.58,sdF:,0.54
37680,07 43 50.07,-24 48 49.1,10.45,-1.8,A0,-0.06
37686,07 43 53.87,+36 02 28.0,10.38,9.23,F8,0.713
37690,07 43 57.89,-23 40 49.5,10.36,6.08,A2,0.138
37716,07 44 11.73,-24 40 44.1,10.17,3.29,A0,-0.196
37743,07 44 29.42,-21 30 24.4,10.02,-0.86,B4/B5III:,0.203
37744,07 44 29.62,+35 10 25.7,10.17,5.08,F8,0.589
37746,07 44 31.55,-25 37 42.6,11.02,-4.29,B8V,-0.03
37756,07 44 36.02,-33 04 52.7,12.16,3.41,,0.7
37766,07 44 40.38,+03 33 12.8,11.19,168.59,M4.5Ve,1.6
37771,07 44 41.97,-23 50 16.8,10.1,1.18,A0,0.217
37779,07 44 46.79,-13 05 56.3,11.42,1.52,,
37791,07 44 58.22,-31 54 29.6,10.13,1.62,WC4-N6,0.307
37798,07 45 01.14,+02 08 16.4,10.19,40.58,M0,1.349
37805,07 45 06.30,+43 06 41.6,12.18,-3.31,F7:,
37814,07 45 10.38,-23 47 46.4,10.69,0.86,A0,0.10800000000000001
37825,07 45 18.98,-00 26 38.1,10.81,-11.26,,0.207
37830,07 45 21.87,+74 21 12.1,10.35,9.88,F8,0.5710000000000001
37834,07 45 23.17,+33 44 10.1,10.27,3.03,F0,0.233
37859,07 45 39.10,-64 45 31.1,11.45,1.49,Gp,
37860,07 45 40.49,+54 09 25.8,10.72,1.14,A5,0.377
37867,07 45 43.84,+53 23 12.2,12.1,3.97,G:...,0.7
37868,07 45 44.84,+47 36 25.4,10.08,2.4,F2,0.4
37876,07 45 50.40,-34 19 48.5,10.49,2.15,WC+...,0.93
37894,07 46 00.58,-42 42 11.7,10.16,17.79,K2,1.038
37905,07 46 03.57,-49 31 57.5,10.36,2.43,,0.429
37972,07 46 59.78,-10 45 26.5,11.66,12.68,M0,1.615
37978,07 47 03.02,-13 56 14.8,11.5,34.35,M1,1.38
38045,07 47 55.64,+62 10 11.4,10.68,3.78,K0,1.0659999999999998
38053,07 47 57.48,+35 32 16.9,10.51,2.21,F8,0.6890000000000001
38063,07 48 03.85,-25 34 40.0,10.06,-4.05,F8,0.847
38064,07 48 03.99,-31 37 04.3,11.19,1.63,,0.54
38080,07 48 14.31,+32 41 18.9,10.64,0.45,F5,0.45299999999999996
38082,07 48 15.48,+20 22 13.9,11.46,70.74,M2,1.51
38095,07 48 22.93,-23 40 00.3,11.78,1.32,A0V,0.1
38126,07 48 46.76,+36 40 17.8,10.02,24.16,K4.5,1.15
38148,07 49 02.13,+32 54 45.3,10.73,2.77,F5,0.46299999999999997
38162,07 49 13.28,-22 25 34.6,10.07,1.65,F0V,0.41
38166,07 49 14.24,-51 10 20.4,11.26,16.32,,1.251
38180,07 49 26.93,-76 00 42.1,11.64,0.0,Gp,
38232,07 49 57.80,+40 05 28.8,11.05,-0.56,F0,0.368
38236,07 49 59.72,-34 29 45.3,10.93,23.8,M0,1.686
38241,07 50 03.13,-28 15 18.6,10.86,7.53,,0.91
38245,07 50 05.50,+79 01 20.1,10.62,4.86,K0,1.015
38256,07 50 12.00,-00 53 09.3,11.18,,,
38272,07 50 27.83,+33 57 46.9,10.6,6.14,F8,0.5820000000000001
38285,07 50 39.16,+69 44 20.1,10.01,6.28,F8,0.594
38291,07 50 41.81,-06 03 38.3,10.25,-0.33,A0,0.2
38293,07 50 45.81,+49 12 19.0,10.83,8.53,G0,0.685
38304,07 50 51.29,+42 47 14.1,10.33,2.97,F2,0.4
38324,07 51 03.47,-50 18 19.4,10.07,28.51,K2,1.192
38335,07 51 08.29,-69 27 58.2,10.87,2.25,,0.97
38336,07 51 09.04,-53 20 03.1,12.08,8.59,Fp,
38339,07 51 12.02,-21 13 10.6,10.26,3.89,A0IV/V,0.223
38361,07 51 24.55,+04 54 39.3,10.32,0.28,A5,0.342
38384,07 51 47.81,-38 22 56.8,11.09,-2.66,,0.42
38390,07 51 50.47,+21 39 14.0,10.3,0.32,G5,1.12
38398,07 51 59.86,-28 45 39.5,12.03,,F8/G0V,0.59
38421,07 52 15.31,-23 58 28.1,11.49,5.66,B8V,0.0
38432,07 52 21.68,-38 32 44.2,11.68,2.43,,0.35
38435,07 52 25.51,-23 17 46.8,10.15,2.97,A1V,0.09
38444,07 52 33.48,+12 01 29.3,10.36,-1.64,F5,0.46799999999999997
38445,07 52 33.53,+12 01 09.7,10.23,-1.1,F8,0.24100000000000002
38441,07 52 36.51,-17 23 00.7,12.21,6.9,,
38456,07 52 38.76,+31 22 04.2,10.42,3.35,F5,0.645
38461,07 52 42.31,-38 36 43.6,10.98,-4.05,,0.654
38483,07 52 52.39,-26 19 44.6,10.3,0.84,,0.16
38488,07 52 55.36,+44 39 05.4,10.11,4.62,G0,0.594
38492,07 52 59.66,+22 33 23.5,10.94,29.96,M0,1.51
38514,07 53 14.36,+17 40 51.5,10.15,17.95,K5,1.5759999999999998
38532,07 53 25.59,+32 35 43.6,10.35,2.11,G0,0.63
38534,07 53 27.58,-75 46 03.7,12.02,-0.35,Gp,
38539,07 53 30.82,-62 57 33.3,10.2,12.8,,0.792
38540,07 53 32.74,-28 44 07.1,10.36,-2.1,B0II,0.455
38546,07 53 36.19,+39 04 46.0,10.24,3.55,G0,0.684
38561,07 53 43.46,+19 16 24.2,11.97,2.62,A0,
38569,07 53 48.78,-30 27 37.2,11.05,4.28,,
38575,07 53 55.54,+04 48 21.7,10.98,6.63,K2,-0.078
38582,07 54 00.74,+57 29 04.0,10.71,5.99,F0,0.345
38619,07 54 28.13,+60 07 59.6,10.88,10.37,K5,0.9990000000000001
38655,07 54 53.41,-24 20 10.8,10.58,2.31,,0.09
38662,07 54 56.43,+65 31 54.2,10.57,3.05,A5,0.2
38663,07 54 58.05,+30 51 30.2,10.16,3.82,F2,0.369
38673,07 55 05.17,+51 51 43.3,10.19,15.15,,0.941
38683,07 55 11.87,-24 13 38.6,10.66,0.38,,0.12
38702,07 55 23.89,-15 29 54.1,11.16,25.7,,1.617
38703,07 55 24.96,-24 16 50.7,11.39,0.54,,0.12
38716,07 55 35.44,-27 55 32.6,10.73,2.95,B0V,0.048
38721,07 55 39.30,-27 53 54.4,11.05,-1.49,,0.24
38725,07 55 41.85,+81 04 14.4,10.6,0.94,F0,0.45399999999999996
38728,07 55 44.08,-03 11 53.6,10.31,-2.84,C...,2.5789999999999997
38753,07 56 01.98,+24 39 38.8,10.67,29.46,,0.389
38773,07 56 12.88,-67 32 36.6,11.04,0.81,,0.92
38788,07 56 21.49,-30 02 48.6,12.19,-4.18,,0.41
38798,07 56 25.63,-30 05 29.9,12.1,-7.73,,0.51
38820,07 56 43.04,-64 06 00.8,11.52,1.93,,1.5
38821,07 56 44.10,-64 06 16.0,11.87,,,
38854,07 57 03.72,-28 09 41.8,12.13,-0.38,,
38865,07 57 13.74,+56 37 20.7,10.28,1.61,K0,0.9570000000000001
38867,07 57 15.72,-34 00 39.4,10.35,1.45,A2,0.16
38873,07 57 18.48,-34 04 24.9,10.69,3.55,A2,0.07
38892,07 57 32.80,+40 02 08.4,11.31,26.63,K2:,1.129
38915,07 57 51.04,-00 41 22.0,12.52,-0.24,Ce+...,2.5639999999999996
38918,07 57 51.69,+69 53 05.2,10.05,11.67,,0.8
38919,07 57 51.83,+39 21 31.7,10.38,3.09,F2,0.499
38922,07 57 54.05,+03 40 31.9,10.3,1.02,K2,1.091
38944,07 58 05.14,-24 02 30.4,10.82,0.11,F6.7,0.629
38948,07 58 07.08,-35 54 51.2,10.45,5.59,Gp,0.535
38956,07 58 12.53,+41 18 19.3,12.02,122.53,M4V,1.618
38984,07 58 38.76,+43 40 55.1,10.14,2.93,G5,0.759
39009,07 58 58.89,+72 47 15.6,11.52,-1.64,A3III-A6III,
39010,07 58 59.22,-29 18 28.4,10.61,3.9,,1.079
39048,07 59 19.71,+45 24 58.8,10.08,18.93,K3,1.003
39086,07 59 46.25,-28 44 03.1,10.93,-1.71,WN...,0.29
39097,07 59 53.90,+49 30 36.1,10.58,13.15,F8,0.564
39116,08 00 11.71,+04 12 01.5,10.07,3.28,A2,-0.054000000000000006
39118,08 00 12.22,-04 45 28.5,10.41,-2.33,R...,1.48
39127,08 00 15.61,+13 47 48.8,10.34,28.77,K5,1.26
39143,08 00 22.69,+32 07 23.7,10.26,16.97,,0.86
39144,08 00 22.91,-23 42 11.5,10.24,-0.55,F8,0.792
39196,08 01 01.34,-26 27 37.3,10.53,14.39,K3,0.9620000000000001
39200,08 01 06.83,+30 15 24.5,10.16,3.58,F8,0.512
39228,08 01 23.70,+16 57 04.6,10.06,15.91,G5,0.993
39275,08 01 52.05,-58 24 16.1,10.11,-0.07,Gp,0.96
39284,08 01 58.98,-57 52 03.5,10.28,0.36,Gp,1.43
39293,08 02 03.61,-17 10 19.8,11.34,34.66,,1.4780000000000002
39295,08 02 04.23,+51 41 44.4,10.1,13.94,G5,0.8490000000000001
39309,08 02 14.88,-03 58 16.2,10.34,1.17,sdO:,-0.304
39328,08 02 26.51,-55 02 37.1,10.26,-0.2,,
39334,08 02 28.42,-65 13 12.9,11.68,4.38,,
39372,08 02 56.39,+70 27 46.5,10.34,1.57,K0,1.125
39382,08 03 06.43,+32 51 51.3,10.2,5.65,F8,0.48100000000000004
39392,08 03 11.36,+33 35 46.4,10.16,29.27,M0,1.1
39402,08 03 19.18,+52 50 44.1,11.35,32.07,M:,1.49
39410,08 03 24.20,+21 51 01.1,10.24,-0.93,G0,0.617
39413,08 03 25.21,-30 43 47.5,10.35,1.04,,0.467
39422,08 03 30.15,+21 18 11.7,11.91,15.12,,1.412
39423,08 03 30.79,-31 21 26.3,10.29,3.19,A2,0.19
39436,08 03 40.87,-24 28 35.3,11.28,22.23,K5,1.639
39443,08 03 47.79,-31 26 27.9,10.43,-0.85,,0.316
39459,08 03 55.70,+30 34 22.7,10.18,7.08,F8,0.365
39464,08 03 58.25,+47 05 49.2,10.45,2.43,F5,0.484
39470,08 04 01.88,-35 16 33.5,10.9,23.03,M0,1.0170000000000001
39519,08 04 37.13,-56 51 28.3,10.31,2.24,Gp,1.075
39611,08 05 40.06,-59 25 26.6,10.38,27.56,K5V,1.308
39612,08 05 42.03,+34 04 41.2,10.16,36.5,M0V:p,1.311
39614,08 05 43.99,+29 16 40.9,10.2,2.27,F2,0.41200000000000003
39637,08 05 59.52,-31 50 25.6,11.15,-0.12,M2:V:,1.453
39653,08 06 15.09,+02 00 46.8,10.28,-6.17,,0.5
39667,08 06 21.52,+34 46 19.1,10.01,9.15,F5,0.45
39670,08 06 22.57,+41 59 27.8,10.32,-0.37,,0.46
39674,08 06 26.69,+76 08 25.0,10.69,0.38,K0,1.0270000000000001
39685,08 06 36.33,+55 53 39.1,11.48,31.73,,1.492
39692,08 06 41.98,+33 53 39.7,12.1,11.46,,
39707,08 06 58.81,-29 54 24.0,10.82,2.73,,0.04
39726,08 07 10.85,-21 16 36.5,10.02,14.49,,0.715
39732,08 07 17.24,-29 04 41.2,10.79,1.7,B...,0.046
39750,08 07 26.85,-17 48 52.2,11.74,14.44,M0,1.619
39787,08 07 50.51,-04 31 20.6,11.21,1.05,M3,0.382
39796,08 07 57.20,-55 28 43.1,10.15,7.1,G5/G6V,0.581
39821,08 08 11.04,+09 10 25.7,10.73,21.52,K8,1.6159999999999999
